customer_id,age,region,subscription_type,device_type,contract_type,payment_method,satisfaction_score,tenure_months,monthly_spend,sessions_per_week,avg_session_minutes,weekly_minutes,usage_score_proxy,support_tickets_90d,payment_delays_6m,last_login_days_ago,estimated_income,usage_variability,engagement_score,spend_per_session,promo_opt_in,auto_renew,churn
285,25,South,Standard,Mobile,Monthly,Card,1,67,81.73,5.13,20.63,103.49,78.71,1,4,,26152.86,9.89,62.68,15.95,No,0,0
1067,25,Central,Basic,Desktop,Monthly,Card,4,9,35.94,7.53,21.93,160.07,114.55,1,0,7.22,50714.84,18.55,62.12,4.77,Yes,0,0
1192,50,South,Standard,Mobile,Monthly,Digital Wallet,4,22,65.08,3.13,12.51,31.93,37.38,0,2,5.79,55079.58,6.29,43.05,20.76,No,1,0
1441,30,East,Standard,Desktop,Monthly,Card,3,22,50.81,3.6,17.23,53.71,51.18,2,1,4.65,76066.23,9.57,56.86,14.12,No,0,0
2802,50,North,Basic,Desktop,Annual,Card,3,14,30.59,5.29,,81.12,29.93,2,0,5.65,42905.33,20.26,70.75,5.79,No,1,0
2801,35,South,Premium,Desktop,Annual,Digital Wallet,2,27,99.81,3.55,16.15,39.79,75.71,3,0,13.5,82074.68,19.39,58.35,28.1,Yes,1,0
2711,37,Central,Basic,Mobile,Quarterly,Digital Wallet,3,9,22.98,4.95,23.53,113.83,73.12,0,0,3.3,58175.59,11.59,65.49,4.64,Yes,0,0
1569,47,South,Basic,Mobile,Monthly,Card,4,35,46.3,4.68,26.6,121.82,83.87,1,0,3.55,54147.56,6.39,54.21,9.89,No,0,0
2428,31,North,Standard,Mobile,Monthly,Card,2,25,47.39,1.26,20.29,24.87,0.08,2,0,10.06,66541.27,13.73,42.11,37.67,Yes,1,0
2578,26,East,Standard,Mobile,Annual,Card,3,26,58.65,5.47,28.82,134.84,100.77,,0,1.42,55510.06,15.12,85.78,10.73,Yes,1,0
1688,41,North,Basic,Tablet,Monthly,Card,4,27,39.27,4.98,24.29,116.38,70.46,0,1,5.46,81673.39,10.37,75.83,7.89,Yes,0,0
852,32,South,Standard,Desktop,Monthly,Card,5,18,53.08,2.12,23.27,61.98,40.69,1,2,12.31,27818.11,5.88,25.55,25.03,No,0,1
2208,43,North,Premium,Mobile,Quarterly,Card,2,17,92.85,7.04,32.79,239.93,188.14,1,0,14.69,84059.17,15.85,77.6,13.18,Yes,1,1
896,51,East,Standard,Mobile,Quarterly,Bank Transfer,4,3,57.51,3.87,33.2,130.2,113.34,3,0,16.57,70249.51,8.15,43.31,14.86,Yes,0,1
497,18,East,Standard,Desktop,Monthly,Bank Transfer,2,7,60.62,1.65,22.99,43.5,30.96,0,3,7.63,53640.42,18.34,,36.8,Yes,1,0
2306,32,South,Standard,Tablet,Monthly,Digital Wallet,5,12,63.46,5.62,40,229.21,170.2,0,0,8.91,24278.17,9.52,65.33,11.3,Yes,0,0
1783,18,North,Standard,Desktop,Monthly,Bank Transfer,4,20,68,5.16,15.12,62.24,66.87,2,2,5.58,64203.84,2.16,,13.18,Yes,1,0
336,23,East,Premium,Mobile,Monthly,Card,3,24,84.14,5.41,17.23,91.96,88.72,0,0,3.14,38284.03,7.09,81.78,15.55,Yes,0,1
516,42,South,Basic,Mobile,Monthly,Card,1,28,24.53,4.51,11.79,47.03,32.96,0,2,1.3,54954.08,12.84,80.84,5.44,No,1,0
1349,49,East,Basic,Desktop,Monthly,Card,5,51,27.22,2.64,19.2,69.89,57.76,2,1,8.05,68588.06,17.67,55.83,10.32,No,1,1
1016,26,East,Standard,Desktop,Monthly,Card,3,16,53.44,6.99,32.11,223.77,173.15,2,0,4.9,87307.34,12.37,59.36,7.64,Yes,1,0
2809,41,South,Standard,Desktop,Quarterly,Card,2,6,39.97,5.52,18.58,84.8,57.42,2,1,10,50534.95,7.61,61.03,7.24,Yes,1,1
2804,26,North,Basic,Mobile,Monthly,Card,3,17,33.09,1.78,,58.68,56.51,5,2,22.92,80989.27,10.13,15.92,18.64,Yes,0,1
1782,39,Central,Standard,Desktop,Monthly,Card,3,21,78.52,4.75,26.02,112.81,91.49,0,0,5.44,21818.42,18.58,65.07,16.52,No,0,0
1786,53,East,Basic,Desktop,Annual,Card,4,24,16.43,7.45,31.21,244.49,156.67,1,0,19.54,38917.81,5.57,45.82,2.2,Yes,1,0
2071,34,East,Basic,Mobile,Monthly,Card,1,9,35.5,0.2,11.96,5,14.06,5,0,21.4,57212.04,6.97,28.78,118.33,No,0,1
357,41,Central,Basic,Mobile,Annual,Bank Transfer,5,29,27.67,3.96,22.41,79.39,66.36,1,0,10.39,31567.56,6.63,73.53,6.99,Yes,1,0
2853,54,South,Basic,Desktop,Monthly,Card,3,19,29.89,10.29,37.19,382.67,256.8,1,0,3.98,40734.4,12.53,88.36,2.91,No,0,0
1313,30,East,Basic,Desktop,Monthly,Card,4,12,38.36,7.5,28.79,208.77,126.23,1,0,6.9,40884.61,6.64,58.55,5.12,Yes,1,0
1636,51,North,Basic,Tablet,Monthly,Card,4,15,,7.43,26.7,184.28,145.22,0,1,4.22,76647.23,15.94,60.53,4.17,No,1,0
551,43,South,Basic,Desktop,Quarterly,Card,4,7,12.04,4.37,20.2,87.34,67.27,3,1,5.94,95160.69,11.69,66.41,2.75,No,1,0
2389,51,North,Standard,Mobile,Monthly,Card,5,19,46.36,2.62,20.67,56.69,76.07,0,1,8.31,49395.92,11.58,39.69,17.69,No,1,0
2480,35,South,Standard,Mobile,Monthly,Card,1,19,54.58,4.4,28.96,120.49,94.86,2,0,,29603.38,11.26,,12.4,No,0,1
2522,59,East,Premium,Tablet,Quarterly,Card,3,28,91.99,2.96,11.51,34.87,54.75,1,1,1.91,66491.72,10.89,92.38,31.07,Yes,1,0
2266,47,West,Premium,Mobile,Monthly,Digital Wallet,3,19,93.18,6.13,20.28,118.09,118,1,0,2.47,65630.3,5.67,61.97,15.2,Yes,0,0
1228,31,East,Premium,Desktop,Monthly,Card,3,16,,3.51,20.55,82.33,80.13,1,1,4.78,71338.46,7.59,74.58,25.77,No,0,1
2823,46,Central,Basic,Desktop,Annual,Card,5,36,39,3,30.49,74.74,64.01,1,0,4.39,47058.36,6.55,66.15,13.01,No,1,0
958,65,East,Standard,Desktop,Monthly,Bank Transfer,1,10,48.47,5.7,36.65,201.1,156.88,3,1,9.92,26892.34,7.47,59.88,8.5,No,1,0
1774,58,South,Basic,Mobile,Quarterly,Digital Wallet,5,3,27.05,4.92,15.01,90.82,71.73,0,1,,55439.33,18.23,78.65,5.5,Yes,0,0
2142,34,Central,Standard,Mobile,Monthly,Card,1,21,37.75,6.86,17.58,87.81,73.82,0,1,8.27,45127.32,8.94,56.37,5.51,No,1,1
1009,47,East,Premium,Desktop,Annual,Card,3,39,96.04,7.11,34.18,228.23,220.15,2,1,2.36,66840.4,3.12,72.57,13.51,Yes,1,0
1093,48,South,Standard,Mobile,Monthly,Card,2,11,44.45,6.38,21.1,120.47,93.87,1,1,0.83,18000,27.43,61.71,6.97,Yes,1,1
2675,35,North,Basic,Tablet,Annual,Bank Transfer,5,11,30.46,4.36,12.99,55.84,77.72,1,3,9.44,62210.81,2.68,55.96,6.99,Yes,1,0
997,47,West,Premium,Tablet,Annual,Digital Wallet,4,15,85.16,3.75,29.39,97.75,104.81,0,0,2.5,62349.02,4.6,55.02,22.7,No,1,0
1680,35,North,Premium,Mobile,Quarterly,Card,1,15,86.75,9.32,31.18,278.59,202.65,3,0,8.22,57407.38,9.3,67.88,9.31,Yes,0,1
154,32,North,Standard,Mobile,Monthly,Bank Transfer,3,24,,6.47,22.32,147.92,123,1,0,14.49,48270.3,33.14,58.63,9.82,Yes,1,0
2783,44,South,Standard,Tablet,Monthly,Card,4,27,60.65,2.53,20.24,40.9,53.26,0,0,,60019.17,14.39,31.44,24.01,Yes,1,1
581,18,North,Premium,Desktop,Quarterly,Bank Transfer,4,7,96.81,2.83,17.04,20.87,51.35,0,2,1.91,47011.04,16.82,57.03,34.25,No,1,1
1471,39,North,Basic,Mobile,Annual,Card,4,9,24.56,3.81,18.31,72.47,83.1,2,2,6.7,,17.99,56.3,6.45,No,1,0
704,37,Central,Standard,Desktop,Monthly,Card,3,24,63.5,8.28,27.08,224.82,146.7,3,0,2.14,77549.03,15.16,77.16,7.67,Yes,1,0
1213,36,North,Basic,Tablet,Monthly,Card,3,44,32.08,4.59,24.32,116.17,104.54,3,0,12.38,,1.09,51.87,6.99,No,1,1
897,30,North,Basic,Desktop,Monthly,Card,3,46,40.72,3.88,24.55,113.25,75.94,1,1,10.48,30513.68,5.19,50.88,10.49,No,1,1
488,43,West,Premium,Mobile,Quarterly,Card,3,31,81.51,5.95,17.99,101.94,101.58,1,2,9.71,65274.45,3.13,60.94,13.71,Yes,1,0
560,27,North,Standard,Desktop,Monthly,Bank Transfer,2,22,61.77,7.42,25.82,170.8,129.16,2,1,2.69,60516.83,22.35,70.31,8.32,No,0,0
1142,18,East,Standard,Mobile,Monthly,Card,5,41,54.23,6.75,18.2,116.32,100.8,1,0,8.46,51701.4,5.6,71.95,8.04,Yes,1,0
1120,26,North,Standard,Tablet,Monthly,Card,5,26,54.37,4.12,13.78,55.32,42.17,0,1,1.54,51329.97,6.63,64.53,13.2,No,1,1
513,39,West,Basic,Desktop,Quarterly,Card,5,7,35.04,5.17,33.91,182.17,153.79,0,0,6.3,42890.3,5.04,57.46,6.78,No,0,0
634,18,North,Standard,Mobile,Monthly,Bank Transfer,2,28,61.23,3.32,13.21,57.21,58.71,2,0,8.39,56532.45,3.43,43.45,18.42,No,1,1
2585,44,North,Basic,Desktop,Monthly,Bank Transfer,3,16,23.46,7.18,32.74,244.21,162.55,1,0,5.18,33725.58,8.2,71.89,3.27,Yes,0,0
1665,52,West,Basic,Mobile,Annual,Digital Wallet,3,24,31.47,4.34,31.29,117.47,97.82,2,0,7.42,62745.43,9.09,68.26,7.25,Yes,1,0
1013,32,South,Basic,Tablet,Quarterly,Digital Wallet,2,13,36.05,6.99,,179.42,148.31,0,1,6.97,50477,11.6,57.06,5.16,No,1,1
1932,33,West,Basic,Desktop,Quarterly,Card,1,25,32.05,5.55,17.57,110.8,89.54,0,2,3.51,77968.03,8.43,71.26,5.77,Yes,1,0
1151,40,North,Basic,Desktop,Quarterly,Card,1,6,13.77,6.09,22.19,132.82,84.81,2,0,2.14,68816.95,4.2,80.06,2.26,No,0,0
2806,39,West,Premium,Desktop,Annual,Card,5,16,66.5,2.32,21.59,51.96,64.81,1,1,5.4,117027.98,11.96,47.59,28.66,No,1,0
117,41,Central,Basic,Desktop,Monthly,Digital Wallet,3,8,28.88,4.81,26.73,115.7,60.41,1,1,0.91,29605.57,5.47,59.53,6,No,0,0
741,50,North,Basic,Mobile,Quarterly,Bank Transfer,4,19,25.6,4.29,19.38,84.58,92.61,0,0,1.85,43047.86,3.25,71.24,5.96,Yes,1,0
2764,49,East,Basic,Mobile,Annual,Bank Transfer,1,38,23.88,7.15,27.03,207.46,152.72,1,1,7.89,,13.42,64.95,3.34,No,1,0
1975,22,Central,Basic,Desktop,Monthly,Digital Wallet,4,25,44.61,9.54,31.57,287.27,193.82,1,0,3.97,50049.09,6.09,65.85,4.68,No,1,1
1082,36,East,Premium,Mobile,Monthly,Card,2,14,90,4.14,13.92,40.78,45.09,1,2,1.07,51254.61,2.55,,21.75,No,0,0
1811,18,East,Basic,Desktop,Monthly,Card,3,22,35.05,6.21,17.86,93.64,63.43,1,0,10.82,54410.97,7.85,42.46,5.65,No,0,0
831,43,Central,Standard,Mobile,Quarterly,Card,2,36,62.49,1.13,19.13,12.96,18.93,3,1,6,63092.35,8.02,58.74,55.4,No,1,0
120,35,North,Premium,Mobile,Quarterly,Card,5,61,96.34,9.24,23.96,220.32,143.68,1,1,5.72,60657.67,9.87,48.84,10.42,Yes,0,0
657,28,South,Basic,Mobile,Quarterly,Bank Transfer,2,4,26.76,7.81,32.65,265.11,203.57,1,0,0.88,52590.73,5.03,82.61,3.43,No,1,0
2733,59,East,Basic,Desktop,Monthly,Bank Transfer,4,7,80.38268728,4.13,164.2444294,116.24,101.78,13,0,3.19,68722.22,8.69,73.41,4.98,No,0,1
2693,37,Central,Standard,Mobile,Monthly,Card,5,35,56.7,6.18,26.29,167.23,130.56,0,1,8.87,61403.52,4.15,72.11,9.18,No,1,0
2933,52,North,Basic,Tablet,Annual,Card,4,16,49.92,5.09,20.27,104.15,73.45,3,3,6.3,60706,3.72,64.03,9.8,No,1,0
636,35,South,Basic,Desktop,Monthly,Bank Transfer,3,16,28.91,2.84,25.54,74.78,53.31,1,0,7.38,41861.95,9.06,53.43,10.18,Yes,1,1
370,48,South,Standard,Mobile,Annual,Card,5,7,52.79,9.13,31.09,292.75,209.41,2,1,4.92,56514.32,13.34,84.35,5.78,No,1,0
269,39,East,Standard,Mobile,Quarterly,Bank Transfer,3,7,,4.79,28.09,113.1,111.75,2,2,6.24,57652.66,8.51,61.01,14.38,No,0,1
47,48,West,Basic,Mobile,Quarterly,Digital Wallet,2,24,21.37,8.83,,209.94,131.53,0,1,0.63,74329.08,11.24,81.66,2.42,Yes,0,0
992,56,North,Basic,Desktop,Quarterly,Bank Transfer,3,36,28.18,3.01,15.96,36.87,29.52,0,1,9.76,61492.78,28.68,51.11,9.37,Yes,1,0
877,38,North,Standard,Mobile,Monthly,Card,2,27,62.19,4.58,22.13,121.23,88.23,1,0,8.39,45436.67,12.5,61.51,13.58,No,1,0
774,54,Central,Standard,Mobile,Monthly,Digital Wallet,3,23,51.76,1.62,19.27,24.59,42.48,2,1,5.64,40967.13,8.47,55.17,31.89,No,1,0
1220,54,North,Basic,Mobile,Quarterly,Card,1,7,32.92,9.18,24.74,222.9,133.34,6,1,28.75,42742.31,15.1,16.85,3.59,No,0,1
1127,59,Central,Premium,Desktop,Annual,Card,4,20,91.85,5.13,36.81,187.32,147.08,3,2,2.52,84936.63,7.72,73.36,17.89,Yes,1,0
5,18,Central,Standard,Mobile,Annual,Bank Transfer,4,16,49.87,5.02,14.48,82.06,66.95,0,0,26.48,46646.3,5.8,21.16,9.93,Yes,1,0
1596,43,Central,Standard,Mobile,Quarterly,Bank Transfer,5,11,47.65,6.34,17.52,104.69,99.5,2,0,6.55,69036.39,25.68,44.08,7.52,Yes,0,1
2312,41,Central,Basic,Mobile,Quarterly,Digital Wallet,2,16,26.15,5.58,24.47,143.78,110.19,1,0,1.81,72705.84,6.25,63.65,4.69,Yes,1,1
2492,30,North,Premium,Mobile,Annual,Digital Wallet,3,16,102.12,10.32,23.24,238.23,189.41,2,0,7.21,68144.2,20.88,73.83,9.89,No,1,0
1078,72,East,Standard,Mobile,Monthly,Card,3,33,49.5,6.93,22.01,156.9,134.94,0,0,15.92,54181.33,6.93,49.87,7.14,No,1,1
838,55,East,Premium,Mobile,Monthly,Card,2,2,93.95,7.76,20.39,148.61,127.77,1,1,3.16,64243.12,12.13,66.4,12.1,No,0,1
682,46,East,Standard,Mobile,Quarterly,Card,5,26,64.04,5.02,15.5,70.82,79.91,1,0,5.36,79319.1,6.77,57.94,12.75,No,1,0
1716,40,South,Standard,Desktop,Quarterly,Card,3,28,73.04,3.29,19.2,74.14,63.2,0,2,22.75,64353.33,29.04,52.42,22.21,No,0,1
2353,38,North,Premium,Mobile,Annual,Card,2,6,87.28,2.28,18.3,26.21,48.82,3,2,4.16,100489.53,6.07,,38.29,Yes,1,0
2362,26,West,Premium,Desktop,Annual,Card,4,6,95.87,2.2,29.84,37.46,69.39,1,0,12.18,38189.54,8.87,44.31,43.62,Yes,1,0
2198,38,Central,Standard,Mobile,Quarterly,Bank Transfer,1,25,57.29,1.69,23.95,32.68,46.6,1,0,11.26,52245.67,10.44,47.47,33.85,No,1,1
1149,50,West,Basic,Desktop,Monthly,Bank Transfer,3,6,20.45,5.13,25.86,139.65,75.26,2,2,6.88,74543.09,17.37,52.94,3.99,Yes,0,1
575,40,West,Basic,Mobile,Annual,Card,3,10,31.85,5.56,9.7,63.76,60.77,2,0,3.54,79669.71,5.3,68.13,5.73,No,1,0
51,41,South,Basic,Tablet,Quarterly,Bank Transfer,3,26,26.22,4.94,16.49,81.87,75.72,0,0,6.59,66011.02,15.52,60.4,5.3,Yes,0,1
854,38,North,Basic,Mobile,Annual,Bank Transfer,2,10,,0.24,18.85,5,35.1,0,0,5.22,,10.71,58.95,146.61,No,1,0
1983,38,North,Standard,Mobile,Annual,Card,1,25,45.68,3.33,25.75,96.55,68.22,2,0,5.1,29863.29,8.74,53.67,13.7,No,1,0
1824,46,West,Basic,Desktop,Monthly,Card,4,28,55.84,2.87,24.02,56.05,67.89,0,1,1.78,37544.32,16.64,70.12,19.45,Yes,1,1
834,33,South,Standard,Desktop,Monthly,Digital Wallet,3,16,49.79,5.67,22.91,142.63,120.08,2,3,,54869.84,13.36,65.02,8.78,Yes,0,0
1116,39,North,Basic,Mobile,Monthly,Bank Transfer,5,30,38.66,2.85,23.37,68.54,22.51,1,1,7.16,21735.17,17.77,49.77,13.58,No,1,1
1167,67,Central,Standard,Mobile,Quarterly,Card,2,10,69.4,7.7,30.63,246.09,161.1,1,0,6.4,84567.42,3.51,56.56,9.01,Yes,0,0
2519,45,West,Standard,Mobile,Monthly,Card,1,8,49.83,3.22,,96.95,95.52,1,1,3.53,76466.89,1.48,48.98,15.47,No,0,0
1907,38,North,Premium,Mobile,Annual,Bank Transfer,3,20,81.18,2.48,15.04,43.69,47.85,,1,3.77,53363.66,4.48,61.12,32.77,No,1,0
972,37,North,Basic,Desktop,Monthly,Card,4,9,24.64,4.1,24.18,97.46,86.19,0,1,0.36,66374.01,27.51,78.12,6,No,1,0
400,30,East,Basic,Desktop,Quarterly,Card,3,56,44.06,3.77,9.02,32.18,42.95,1,1,1.33,55719.24,23.47,71.41,11.69,No,0,0
2560,56,East,Standard,Desktop,Monthly,Bank Transfer,3,38,58.84,1.73,22.16,25.57,32.47,1,1,4.33,57079.19,11.65,71.92,34.08,Yes,1,1
2369,27,North,Basic,Desktop,Quarterly,Digital Wallet,1,4,29.04,5.09,22.58,115.1,101.39,2,2,3.67,64003.7,10.13,48.87,5.71,Yes,0,0
20,37,Central,Basic,Desktop,Monthly,Card,4,8,39.13,3.94,24.42,94.81,93.04,0,2,2.98,67171.8,2.15,80.31,9.94,Yes,1,0
685,33,South,Basic,Mobile,Annual,Card,4,23,34.72,4.47,15.27,76.53,62.33,1,2,10.99,62755.2,15.14,38.22,7.77,No,1,0
36,52,South,Premium,Mobile,Quarterly,Card,2,10,93.03,2.19,25.12,55.57,44.78,0,1,3.35,48841.22,21.28,58.47,42.52,No,1,1
2830,68,Central,Basic,Mobile,Annual,Card,3,10,39.26,7.14,26.12,202.98,136.15,1,0,1.64,59181.16,17.05,84.16,5.5,Yes,1,1
525,55,Central,Basic,Mobile,Quarterly,Card,1,17,42.23,3.62,17.14,79.28,37.23,0,1,15.27,71743.94,9.75,27.58,11.66,No,1,0
2456,39,South,Premium,Mobile,Annual,Digital Wallet,4,9,82.57,4.65,21.28,104.97,103.69,2,0,3.75,18000,5.51,81.33,17.76,Yes,1,0
921,34,East,Basic,Mobile,Monthly,Digital Wallet,3,5,33.23,6.11,19.35,129.66,72.21,1,0,2.89,45022.65,5.28,,5.44,No,0,0
1842,38,South,Basic,Desktop,Annual,Card,2,8,29.96,2.54,19.83,62.01,55.16,2,0,16.77,40031.39,4.75,20.1,11.78,Yes,1,1
1891,50,North,Basic,Mobile,Monthly,Bank Transfer,2,44,33.63,3.53,23.14,67.47,67.32,2,2,2.54,52992.46,6.05,69.48,9.52,No,0,1
538,52,North,Basic,Tablet,Monthly,Card,5,27,21.97,6.86,23.78,165.4,116.75,1,0,7.28,68216.79,15.28,41.43,3.2,No,0,1
1706,61,East,Basic,Tablet,Monthly,Bank Transfer,3,8,30.84,7.23,31.56,224.92,139.71,1,1,1.05,,17.24,77.73,4.27,Yes,0,0
2932,48,East,Standard,Mobile,Monthly,Digital Wallet,4,19,54.54,5.45,25.33,140.57,116.6,1,0,4.86,22693.15,8.55,60.08,10,No,1,0
246,23,West,Standard,Tablet,Annual,Bank Transfer,1,22,52.91,3.42,25.24,77.23,63.88,0,1,5.11,59063.97,8.46,73.88,15.45,No,1,1
785,38,North,Basic,Mobile,Quarterly,Digital Wallet,3,13,36.3,5.33,12.77,59.94,41.72,0,0,2.73,64087.9,4.61,84.37,6.81,No,1,0
1410,44,East,Standard,Tablet,Monthly,Digital Wallet,4,20,55.87,7.84,19.68,148.16,106.12,2,0,14.75,31245.43,21.04,60.89,7.12,Yes,1,0
2538,19,East,Basic,Mobile,Quarterly,Bank Transfer,1,38,21.38,2.88,23.72,77.52,80.71,0,0,16.1,32683.43,11.2,57.09,7.44,Yes,1,0
155,37,Central,Basic,Desktop,Monthly,Card,4,16,8,6.74,29.9,199.59,147.78,1,0,5.61,73053.38,19.53,77.76,1.19,Yes,1,1
1687,32,Central,Basic,Mobile,Monthly,Bank Transfer,2,14,17.67,6.48,29.54,192.83,117.35,2,0,1.63,50721.34,13.55,69.03,2.73,Yes,0,1
626,32,South,Basic,Mobile,Quarterly,Digital Wallet,2,24,42.74,3.96,22.98,84.03,35.48,3,0,12.22,44974.35,5.62,45.79,10.79,No,1,1
2877,22,West,Standard,Mobile,Monthly,Bank Transfer,4,24,58.2,6.71,26.8,179.66,149.67,2,1,4.3,54298.24,10.89,69.58,8.67,No,1,0
1347,42,North,Premium,Mobile,Monthly,Bank Transfer,3,11,77.95,6.44,24.14,136.51,89.42,1,0,12.39,68229.97,25.95,64.41,12.1,No,1,1
570,40,South,Basic,Desktop,Quarterly,Card,2,31,38.25,4.56,24.57,113.97,77.83,1,2,5.75,34584.52,10.79,50.62,8.39,No,0,0
2934,51,North,Basic,Mobile,Monthly,Digital Wallet,4,11,22.6,3.18,25.75,72.53,57.1,0,0,13.84,52790.82,14.91,42.56,7.12,No,0,0
1759,26,Central,Basic,Mobile,Monthly,Bank Transfer,5,4,40.72,2.52,20.17,47.84,82.04,0,1,6.01,50498.99,13.71,28.92,16.18,Yes,0,1
1817,46,West,Basic,Desktop,Annual,Digital Wallet,4,10,35.6,5.3,22.77,125.4,97.24,0,0,4.06,40360.86,9.91,84.86,6.72,No,1,0
2066,36,North,Standard,Desktop,Quarterly,Bank Transfer,1,23,47.74,3.81,19.64,75.68,78.42,0,2,7.83,41279.4,14.31,66.68,12.52,No,1,1
128,24,North,Standard,Mobile,Monthly,Card,4,20,59.2,5.62,19.61,120.32,100.66,3,1,4.12,76113.76,5.09,79.65,10.53,Yes,1,0
2978,36,South,Premium,Mobile,Quarterly,Bank Transfer,2,22,84.74,2.49,17.17,58.87,79.59,1,1,2.53,57754.83,8.02,65.13,34.04,Yes,0,0
2007,37,North,Basic,Mobile,Monthly,Bank Transfer,4,20,49.69,3.43,35.65,126.51,108.68,0,0,7.6,55833.77,22.3,58.12,14.49,Yes,1,1
981,44,West,Basic,Mobile,Annual,Card,2,24,34.62,6.27,29.38,200.98,136.73,0,2,1.09,65196.84,10.12,69.82,5.52,No,1,0
2975,39,South,Basic,Desktop,Annual,Card,4,10,29.45,8.9,13.28,114.15,82.1,2,1,2.59,53720.66,13.05,76.56,3.31,Yes,1,0
191,59,West,Basic,Mobile,Monthly,Digital Wallet,4,28,49.57,7.29,25.77,185.03,165.66,3,0,2.1,44338.93,5.6,62.5,6.8,Yes,1,1
1140,38,West,Standard,Mobile,Quarterly,Bank Transfer,4,57,73.12,3.36,29.07,79.46,90.62,1,0,12.97,46478.16,7.38,57.77,21.78,No,0,0
993,60,East,Basic,Mobile,Annual,Card,5,12,28.9,4.44,27.26,122.53,56.76,1,1,2.18,45377.92,8.04,69.71,6.52,No,1,0
700,36,Central,Basic,Mobile,Monthly,Digital Wallet,3,30,32.83,7.11,25.58,172.59,137.52,1,0,3.91,71904.6,11.97,67.7,4.62,Yes,0,0
607,47,East,Premium,Desktop,Quarterly,Card,2,25,99.67,5.85,20.31,109.4,115.35,1,1,3.54,52580.75,6.63,65.44,17.02,No,1,0
181,54,East,Basic,Mobile,Monthly,Card,2,16,28.62,3.3,22.65,73.54,74.15,1,2,3.51,68795.32,18.95,54.87,8.67,No,1,1
302,20,Central,Premium,Desktop,Monthly,Digital Wallet,5,8,92.93,4.97,15.92,85.05,93.86,2,0,4.62,43913.72,3.86,61.82,18.7,No,1,0
2545,37,South,Standard,Mobile,Monthly,Bank Transfer,2,5,49.32,8.56,26.49,222.38,175.55,1,1,2.93,54439.48,9.37,,5.76,No,0,1
2776,70,Central,Premium,Desktop,Monthly,Digital Wallet,4,7,100.83,6.32,30.2,190.16,168.31,1,1,10.73,67943.16,16.35,84.89,15.94,Yes,1,1
1061,36,West,Standard,Mobile,Annual,Digital Wallet,4,28,55.59,5.14,24.7,112.25,114.79,1,1,2.5,39868.07,7.92,58.11,10.81,Yes,1,0
2820,48,Central,Standard,Mobile,Annual,Card,3,17,61.4,5.8,11.24,65.19,79.34,1,3,4.39,78253.81,19.25,77.58,10.59,Yes,1,0
2879,28,West,Basic,Mobile,Monthly,Digital Wallet,1,15,38.61,8.46,33.79,284.21,181.72,1,1,8.33,45209.99,8.6,62.24,4.56,Yes,1,0
2566,27,South,Basic,Desktop,Quarterly,Card,2,4,28.3,3.62,16.93,36.29,29.26,0,2,3.42,66829.45,19.28,,7.81,No,0,0
1070,37,South,Standard,Mobile,Quarterly,Bank Transfer,4,22,52.92,2.51,,44.17,39.05,1,0,5.23,52225.8,9.48,76.22,21.12,No,0,1
2525,61,West,Standard,Mobile,Quarterly,Card,3,30,50.68,1.24,17.7,24.74,52.6,1,0,12.11,49100.59,10.03,65.02,40.83,No,1,1
2206,34,East,Standard,Mobile,Quarterly,Digital Wallet,3,11,41.22,6.42,,146.15,118.52,2,0,3.99,47430.34,9.49,77.89,6.43,Yes,0,0
1244,32,North,Basic,Desktop,Monthly,Card,3,45,39.71,6.09,27.66,161.42,109.53,2,2,9.8,39513.53,12.35,44.22,6.52,Yes,1,1
17,42,East,Basic,Desktop,Monthly,Bank Transfer,5,33,36.42,4.32,21.25,96.77,80.64,1,0,3.66,79058.96,2.62,52.87,8.44,Yes,1,0
2981,37,East,Standard,Mobile,Annual,Card,2,16,50.19,3.75,14.69,70.04,54.29,3,1,9.34,83229.73,24.74,50.55,13.39,Yes,1,1
547,40,North,Premium,Mobile,Monthly,Card,3,22,88.62,2.04,24.94,47.9,67.89,4,2,8.88,65191.4,8.45,65.8,43.47,No,1,0
659,53,West,Standard,Tablet,Quarterly,Digital Wallet,4,14,58.78,8.43,21.41,183.22,130.22,0,2,,71222.52,4.3,57.93,6.98,No,1,0
2705,41,North,Basic,Mobile,Monthly,Card,5,12,26.07,2.95,22.92,64.86,17.75,4,0,15.47,37808.92,30.03,,8.83,No,1,1
2736,33,West,Basic,Desktop,Monthly,Card,4,31,26.81,2.3,22.38,78.56,38.41,1,1,3.35,74993.6,10.73,60.75,11.65,Yes,1,0
1505,35,North,Premium,Desktop,Annual,Card,2,12,95.19,4.4,27.92,129.74,139.29,0,1,0.92,91941.46,19.39,97.07,21.64,No,1,0
960,43,East,Basic,Mobile,Monthly,Digital Wallet,4,20,252.1275942,10.1,61.38087315,195.67,144.44,13,1,7.54,52693.31,11.95,61.6,4.4,Yes,1,0
2332,19,South,Standard,Mobile,Annual,Card,1,13,59.77,3.21,10.76,21.93,42.57,1,0,,61975.51,17.64,39.93,18.62,No,1,0
798,51,West,Standard,Mobile,Monthly,Card,2,29,392.2817034,3.93,18.96738934,31.86,50.99,17,2,2.06,18000,9.29,50.8,14.58,No,1,0
226,41,West,Premium,Mobile,Annual,Card,2,4,96.79,6.51,20.66,141.27,126.69,1,1,6.31,67894.08,11.22,63.77,14.86,No,1,1
